id,text
05bf1521-8c29-4325-8d75-f16b504088d5,"चड भिरांत आशिल्ल्या लोकां मदीं घरगुती, कामाची सुवात, आनी सक्रीय क्षयरोग आशिल्ल्या लोकांचो समाजीक संपर्क हांचो आस्पाव जाता."
0f9b1b78-eeb2-4a53-ae3e-f984e45557e7,वेळ वता तसो काळजाच्या स्नायूंक लुकसाण जावपाचो धोको वाडटा.
504d7b33-6ab4-42d9-9b4a-b3bc1c78b580,"बीकन, आयोवा बीकन हे युनायटेड स्टेट्सांतले  आयोवा हातूंतले एक शार आसा."
ad669801-ae1d-4713-8e5c-0a646b0420a6,मुद्रा वा हस्त म्हळ्यार हातवारे जे दिल्ले कृतीचो अर्थ उक्तावपाक वापरतात.
51d4059a-003d-426e-bc4f-15daef4bfea7,"1950 ते 1985 मजगतीं भारतान शिंपणावळ उदरगतीचेर ₹16,590 कोटी मोडल्यात."
c7f11719-31f2-44f1-95ac-e2dbb5a93520,भारतांत आनी बर्मांतल्या जायत्या नागा वस्तींतल्या वाठारांनी विद्रोह चालूच आशिल्लो.
e116e97f-483d-4e91-8f3e-964836868fb8,"हातूंत धांवप, उडी मारप, लंवडप, सॉमरसॉल्टिंग, पलटी मारप आनी तोल सांबाळप हांचो आस्पाव आसूं येता."
63518894-0587-491b-8b13-c5d75aa23250,दर 160 भुरग्यांमदल्या सुमार एका भुरग्याक आत्ममग्नतेच्या स्पॅक्ट्रमाचो विकार आसता.
62c0d1c1-9c11-43f0-a2d8-40d8a938b08c,4 नोव्हेंबराक डॉनल्ड ट्रम्पाच्या समर्थनांत निशेध सुरू जालो.
52bd4d09-635e-43e4-9139-0336ef22ecaf,हेर राज्यांतल्या भारतीय नागरिकांक जम्मू-काश्मीरांत जमीन वा मालमत्ता खरेदी करपाची परवानगी नाशिल्ली.
fdc68db1-c53a-4a9a-b072-0e63fb83c7d3,अमेरिकन बोस्टन म्हळ्यार हो खेळ खेळपाची एक वेगळी तरा.
7d47952d-0485-4b66-b3d2-ed047870a728,"एंड्रॉयड नुगाट
एंड्रॉयडाचें सातवे व्हडलें प्रकाशन एंड्रॉयड नुगाट."
7a6de183-f630-48f9-b959-f598fb249a63,इव्हेंट मॅनेजरान सुरवातेक उतर दिल्ल्यो सेवा आमच्या इव्हेंटाक उपलब्ध नाशिल्ल्यान नाका जालां म्हाका.
118c289e-6061-4a4e-812b-36f63dca7e1b,क्रॅलान तें दिसाळें  तो 1855 वर्सा मरसर संपादीत केलें.
e198b631-2da8-4b51-8109-96f80e0570fb,हे दुसरे आवृत्तेंत गीतां आनी इंटरमिशन कार्ड काडून उडयलां.
a6772152-95e3-43d4-b9a7-29d8d91d5652,33व्या बर्लिन आंतरराश्ट्रीय चित्रपट महोत्सवांत ताणे सन्माननीय उल्लेख जोडलो.
2ce2bc98-a6e6-41de-b81e-d58b805d2092,"आदि शंकर हो एक धर्मीक तत्वज्ञानी आशिल्लो, जाणें हिंदू धर्माक योगदान दिलें आनी अद्वैत तत्वगिन्यानाचो प्रसार केलो."
5875976f-aa99-4699-8f12-13e2a9e9c5d4,हायपरकोलेस्टेरोलेमिया म्हळ्यार रक्तांत कॉलेस्ट्रॉलाचो थर खूब चड आसता.
03943e95-4c4b-4a9b-918c-e74b77d14bee,"देखीक, स्वताक सगळ्यांत बरो कर्मचारी म्हूण दाखोवपाच्या यत्नांत तुज्या सहकर्मचाऱ्यां कडेन आपले विचार वा उपेगी म्हायती वांटपाची तुजी प्रवृत्ती उणी आसूं येता."
2eb4d414-07bd-492d-aa0c-f06b8e1c694d,"समाजीक प्रस्नांचेर, बाजार अर्थवेवस्थेक आदार दिवन समान संद, भलायकी, नागरी स्वातंत्र्य, आनी दुबळ्या वर्गांच्या आनी अल्पसंख्याकांच्या कल्याणाक प्रोत्साहन दिवपी धर्मनिरपेक्ष धोरणांची ती वकिली करता."
bef72eb0-4c61-45b4-92b5-7344525054f2,"हें लक्षांत दवरून, ती तुमच्या गरजांक फावोशी आसा हाची खात्री करपाची गरज आसा."
040039bc-a416-4b5c-8a72-1d696154058b,हेर नव्या स्टेडियमांकडेन सर्त करपाक ताका जमूंक नाशिल्ल्यान निमणें ह्या स्टेडियमान पंगड वगडायले.
186bb6c3-c497-444a-9a95-384f8e17f205,जेन्ना सुरमा आनी कुशियारा किशोरगंज जिल्ल्यांत भैरब बाजाराचे उत्तरेक एक जातात तेन्ना ते न्हंयेक मेघना न्हंय म्हूण वळखतात.
5fe7e29d-3b98-4271-a0c1-c8aa52655804,हीं  सगलीं खतां जंतूंक आलाशिरो दितात आनी संसर्गीक आसतात.
bb551b0c-26c5-4384-9d10-980d96bdef6e,सॉफ्ट स्टीक लॅक्रॉस हो तरणाट्यांक ह्या खेळाची वळख करून दिवपाचो एक लोकप्रिय मार्ग.
1a95f6e7-033d-4690-8bdb-02e1c39855c1,"कुत्रे आनी माजरां धरून, जनावरांकय संधीवात जाता."
8d4cde8d-bd71-4bb8-84ed-f5b55f6a54e0,"पगार, बोनस, भाडें आनी वेवसायीक उत्पन्ना सयत तुमची सगळी येणावळ जोडात."
d49181d8-2590-4388-8673-390ce1aa0cd0,दुयेंतीच्या नमुन्यांतल्यान एस. एंटेरिका टायफी संवर्धित करून वळखून वा रक्ताच्या नमुन्यांतल्यान रोगजंतूक प्रतिकारशक्तीची प्रतिक्रिया सोदून काडल्यार निदान जाता.
a23e7ded-9859-4faa-8452-5793398688ee,ह्या समुदायाचे नांव फ्रेंच जनरल फ्रँकोइस अचिले बाझाईन हांच्या नांवा वेल्यान दवरिल्ले.
baad6e8a-b724-4182-8f34-931b8f8b5056,28 जून 2019 दिसा 83 वर्सांचेर ताका मरण आयलें.
c62514d9-2f1f-4e0a-9d3f-d506fb3cca51,हांव तुज्या इत्साअपेक्षांचो आदर करतलें आनी तुजे इश्ट आनी घरच्यांची सरबराय करतलें अशें उतर दितां.
d6af6eae-d0e8-44a2-b3c2-ce1aac538a8b,"क्रिस्तांव धर्म मुखेलपणान लुशाई, कुकी, गारो आनी हलम जमातीचे वांगडी पाळटात आनी 2017 वर्साच्या जनगणनेप्रमाणें तांचे 159,882 अनुयायी आसात."
b5038449-ac7f-46d2-a74d-ee7ab2631a8c,विकसीत संवसारांत किशोरवयीनांमदीं गुरवारपण चड करून लग्न जायनासतना येता.
ec4f28c1-9de6-4985-b620-8e4ab77dc0a2,हांवें ह्यो तिकेटी ब्लॅकान मोलाच्या तीन पटीन विकत्यो घेतल्यो देखून हांव सामको बेजार जालां.
fd40dc02-9e87-4a97-a48f-09255d34660a,कॅम्प बालांड्रा हांगा क्वारंटायन केल्ल्या  क्रूझ जहाजावयल्यान सोडयल्ल्या प्रवाशां मदीं तो आशिल्लो.
16622d66-cc93-4759-885d-74540499876e,घडये तुमचे गिरायक परत परत एका वस्तू खातीर तुमच्या दुकानार येता आनी मागीर रोखडेंच वेगळ्या वस्तू खातीर दुसऱ्या दुकानार वता.
94d3c426-4301-4230-bbde-7caf69a7d76a,कांय कीबोर्ड आनी टंकलेखन यत्रांनी शिफ्ट लॉक नांवाची एक की आसता.
055de03b-6c0a-46ca-8195-4b884c3123bc,उपरांत ताणें 26 फेब्रुवारी 1988 मेरेन मानव्हेल नॉरिएगाच्या फुडारपणाखाला अध्यक्ष म्हुणून काम केलें.
83118f3e-637d-4771-ba17-a2b294f3ebd0,हथीसिंग देवूळ हें भारतांतल्या गुजरात राज्यांतल्या अहमदाबादांत आशिल्लें एक जैन देवूळ.
f3206797-182a-49de-ae7f-863cfb18f6e2,बुनेर जिल्लो बुनेर जिल्लो हो पाकिस्तानाच्या खैबर पख्तुनख्वा प्रांतांतलो एक जिल्लो.
647989bd-3119-4982-910e-24c7c36232b4,म्हाका नवो मॉडेल आनी तोयबी काळ्या रंगाचोय जाय. तूं ही खटारी हळदुवी गाडी घालता म्हळ्यार कितें म्हज्या हड्ड्यार?
3e809c2f-1e9f-467d-a827-83acc37ba721,लॅटिन अमेरिकेंतल्या व्हिडियो गेम पत्रकारितेंतलो तो एक नामनेचो मनीस आशिल्लो.
ae7efa92-0065-403b-a4ef-064728bc0fa5,सिंधफणा ही गोदावरी न्हंयेची ल्हानशी उपन्हंय महाराष्ट्रांतल्या बीड जिल्ल्यांत पाटोडा तालुक्यांतल्या चिंचोळी दोंगराकडेन सुरू जाता.
81e15ea1-3c4c-41da-b221-88251d5b337b,1578त पुर्तुगेजांनी ‘थंबीरान वनक्कम’ नांवाच्या पोरण्या तमीळ लिपींत तमीळ पुस्तक उजवाडाक हाडलें आनी अशे तरेन तमीळ ही पयली छापून उजवाडाक येवपी पयली भारतीय भास  केली.
d83de31d-a244-4702-a5bf-c55f8ab5e352,"आनीक एक नवनिर्मिती म्हळ्यार कापसाच्या जिनांत क्रॅंक हँडलाचो आस्पाव, आनी हें भारतांत पयलेच खेपे दिल्ली सल्तनतीच्या शेवटाक वा मोगल साम्राज्याच्या सुरवेच्या काळांत दिसलें."
01fa78a9-bb4d-44e5-a38d-d0f1bf734ee0,"हे दोगूय आय.एस.एस. अंतरिक्ष उड्डाणांत मुरिल्ले, आनी तांच्या स्टेशन अणभव आनी कुशळटाये खातीर तांकां वेंचून काडिल्ले."
c963291c-2b89-410c-9c73-05bb1276fa39,1918 वर्सा तो मुंबयच्या सिडनहॅम कॉलेज ऑफ कॉमर्स अँड इकॉनॉमिक्सांत राजकीय अर्थशास्त्राचो प्राध्यापक जालो.
173b0740-0512-4337-aafe-c1f2efa8977e,"छत्तीसगडाक ""कोसा रेशम"" आनी ""डोकरा वा बेल मेटल आर्ट"" हांचे खातीर वळखतात."
0e384e56-508f-4db0-b7f5-43415b1cdbf2,प्रतिकार वेवस्था नाशिल्ल्यांनी  गू खावंक जायना.
a8a0b8b2-4bdd-4678-af0c-6b114dd66eb5,ह्या गांवांतले लोक थेंबंगाक कसलोच कर भरनात कारण तांच्या पुर्वजांनी ती जमीन खूब आदीं विकत घेतिल्ली.
8baf5c65-50a2-4c31-a2f5-7f5a4f403b6d,"हो खेळ पयलीं फार्सी घोडदळ एककांखातीर, चड करून शाही राखणदार वा हेर अभिजात सैन्यांक प्रशिक्षण दिवपाचो खेळ आशिल्लो."
39d7a8d1-3eb2-435e-be85-9f71700a0c4b,एरथिमा नोडोसन हें कातीच्या पोंदाची ऊती (पॅनिक्युलायटस) सुजल्यार जाता.
cd32d5d1-868a-4403-b9b4-b8882b6c1169,2015 वर्सा रॉक अँड रोल हॉल ऑफ फेमांत तिका मानाची सुवात दिल्ली.
679170cb-6daf-4542-b259-263bc726c067,बऱ्याच दीर्घ काळाखातीर अँड्रोजन  घेतल्यार भलायकेचेर हानीकारक परिणाम जावंक शकतात.
1ee2d785-7471-4dbb-9d66-f202f0c15f95,"एक धंय वडो सुबेज मागतालो तो भुरगो रातच्या जेवणाक, पूण दिलें ना त्या बाबड्याक."
d922be58-4374-4b3a-9cee-b8714c8c41bc,सिक्कीम हें भारतांतल्या राज्यांमदीं सगळ्यांत उणी लोकसंख्या आशिल्लें आनी दुसरें सगळ्यांत ल्हान राज्य.
f2a930d8-4152-4958-a2cc-f580f93ec066,क्युबाचे लागींलागीं पुराय कावंटीक तें बादिल्ल्यान इकेन 7 जाणांक मारले.
a3a6f99d-96fd-4972-8c5e-371bfa71c63a,मोयरांगांत काम करपाक मदत मेळोवपा खातीर खामनू प्रत्येककडेन  गेलो.
46132789-c5f8-40b8-a4ad-04e3a56070b9,आपलें भाश्य सोमालियाचे दर्यादेगेवयल्या चाचेगिरीविशीं आशिल्लें अशें ताणें मागीर सांगलें.
76d3adf8-877a-496c-a316-4d63ed91703f,तातूंतलीं कांय कोरांतिल्लीं चित्रां जैन आख्यायिकांतले प्रसंग सांगतात.
ba1c1c7c-54b9-480a-ab88-a42c93102f7a,"पूण, तातूंत ताची खाशेली विनोदी तरा आनी कथन दिसता, तरी ह्या पुस्तकांत गंभीर विचारांचो उणाव आसा अशें म्हणत ताचो नियाळ घेतलो."
2b0e9b9a-4424-40d4-8841-1bec690faf45,स्टॉकविल हो अमेरिकेंतल्या नॅब्रास्कांतलो एक गांव.
e5e4b0f1-5fc9-41a5-898e-3998078f3641,"कलकत्ता जैन देवूळ (जाका पार्श्वनाथ देवूळ ह्याय नांवान वळखतात) हें मणिकतला हांगाच्या बद्रीदास टेम्पल स्ट्रीटार, गौरीबारी हांगा आशिल्लें जैन देवूळ आनी भारतांतल्या कोलकाता (कलकत्ता) शाराचें एक मुखेल पर्यटन थळ."
b437942b-28cf-4aa6-b742-2233d84bb1fa,पृथ्वीराजसिंह-पयलो कचवाहा आनी मारवाडचो मालदेव राठोड हांणी झुजा मळावेल्यान सांगाक बेशुध्द अवस्थेंत व्हेल्लो.
5c769ab9-cb47-490d-a74f-72b27e0d6498,एक पंगड म्हूण वा एकूच रायडर म्हूण वेळाची चांचणी करूं येता.
79de91c9-d1f3-450a-b5e1-f6a8f4eeb64e,हे कार्यावळीन पालक आनी भुरग्यांक सिध्दांतीक आनी वेव्हारीक मुल्यांचें शिक्षण दिलें.
d8077778-0309-4802-b854-30ca29418cf7,तो कार्लोस आर्मांदो ग्रुऍझो किन्यॉनॅझाचो पूत.
ddff3efb-cbeb-485e-bbdd-c3f53bd8a708,संस्था म्हणल्यार एक थिंक टँक आनी पाखो घेवपी गट.
b0d14f63-cb3e-4d0b-922e-2217de85fb86,एम्ट्रॅक एम्ट्रॅक ही अमेरिकेंतली एक प्रवासी रेल्वे कंपनी आसा.
52a69a80-3dc7-4a6b-8b9b-4d371aca9926,"बेंगळुरू, मुंबय, अहमदाबाद आनी दिल्ली निदर्शनां जालीं."
f891ea34-ec9a-46e5-97a5-7f5e2342d867,"कितेंय आसूं, बफॅलो आयज रातच्या खेळांत पुरायपणान भानार नाशिल्लो आनी आयलँडरांनी ताचो फायदो घेतलो."
d6707669-cdc6-4ad8-a8d8-73b14d3fc927,डेंगी विशाणूचे  चार वेगवेगळे प्रकार आसात.
d02389a8-c874-4cf8-9dcd-77727017d639,उदकाची पातळी 40 सेंटीमीटरांसकयल आशिल्ल्या खाजनाचे भोंवतणीं फ्लेमिंगोंची गर्दी  चड आसता.
94fc8742-25f5-4fee-a0ba-458e0179dd8d,"देखीक, तुकां जाय आशिल्लो ब्रँड नासलो तरी त्या व्हॅक्यूमाचेर तुकां फायदेशीर सौदो मेळूं येता."
2bb3ccf6-2d00-4790-9302-142f7b1113d8,4 ऑगस्ट 1932 दिसा भारतान जपाना आड आपली पयली मॅच खेळ्ळी आनी 11-1 अशें जैत मेळयलें.
83bbea41-d7f4-45cb-8756-af4980f0d7a7,धर्मीक शिकवण आयकुपाखातीर सोगलांत वाग आयले अशें थळाव्या लोकवेदांत म्हळां.
17b8170c-cd34-465c-8460-0e5d3e286fa9,उरिल्ले लोक एके सुळक्यामेरेन पावपी पुलाचेर आसात.
46440e11-5d28-4940-a5c5-fd40a3c9459b,तुजे वळेरेंतल्या लोकांक खंयच्यो भेटवस्तू आवडटल्यो हाची सादारण कल्पना कर.
574e6934-4351-4c0b-81bc-e769202217b0,ताचे कडेन जगपाक फकत थोडोच वेळ उरला अशें दोतोरान गॅरिगाक सांगलें.
092093d3-09b3-4241-9ac1-5afc477cff97,गुरवारपणांत गर्भांतल्या वाडट्या चयापचयाच्या मागण्यांक तेंको दिवपाखातीर जिवनसत्व बी12 हें एक म्हत्वाचें सुक्षीम पोशक तत्व गरजेचें आसता.
784ee476-b5dd-4c12-bd54-a1f879e35753,श्रीमान सम्मेद शिखरजी हें भारतांतल्या झारखंडाच्या गिरिडीह जिल्ल्यांतलें एक तीर्थस्थळ.
a51059bd-5425-433b-8ad0-b9fa19320a85,ताचे वांगडा कितें तरी करून पळोवपाचें आसा अशें बेला एडवर्डाक सांगता.
ada9f394-40c2-4a72-88df-6f1991d722d5,ताणें ग्राफ्ट रिजॅक्शन आनी अक्वायर्ड इम्यून टॉलरन्स सोदपाचेर काम केलें.
8b5f915e-b159-4064-aa22-9d01ff15d087,पुनर्रचणूक 31 ऑक्टोबर 2019 सावन लागू जाली.
12a0d4f2-e67d-4654-b4bf-b129007c3597,हिरानगर तालुक्यांतलो धगवाल गांवाक  मकर संक्रांती आनी जन्माष्टमीच्या जात्रे खातीर वळखतात.
bf6deae0-1db7-41a5-a1bb-57c6ffe5f99b,तांचे  कठीण जिणेक लागून आनी सतत जावपी टिकेक लागून अभिनेते एकांतवासांतच कशे रावतात तें पळयलां हांवें.
c65822fa-745d-4564-8986-d1b3d31fe72a,अकबरान तिचेखातीर शाही हरमांत दिल्लो राजवाडो श्रीकृष्णाचीं चित्रां आनी वण्टीचित्रांनी सजयल्लो.
afb714ac-e634-4ec5-9464-a953f53fce5e,भारतांत केल्ल्या पुणे मेटर्नल न्यूट्रिशन अभ्यासांत दाखयल्ले प्रमाण भुरग्याची उपरांतची भलायकी थारावपाक आवयची बी 12 स्थिती म्हत्वाची थारूंक शकता.
47dbd34c-cf38-4085-8f65-cef5d850ec68,"9, 11 आनी 15 डिसेंबरा माणेकशॉन पाकिस्तानी सैनिकांक रेडिओ प्रसारणावरवीं संबोधीत करून, शरण आयल्यार भारतीय सैन्याकडल्यान तांकां मानाची वागणूक मेळटली अशें आस्वासन दिलें."
11b1adea-6124-456b-8f92-9761cfd4a338,"एफ. ई. एस. ए. न पोर्ट हेडलॅंड, सावथ हेडलॅंड, पन्नवोनिका, ऑन्स्लो, एक्समावथ ह्यासारक्या डी ग्रे आनी व्हिम खाडयेमदल्या लोकांखातीर ब्लू अॅलर्ट जारी केला."
4f04b247-0392-46bb-a410-921411bdf30e,सगळ्यांत सकयल्या पांवड्यार आसतात गांवांचे मुखेली.
64a11e30-af10-4cf7-8e81-49bb23c0c791,सतराव्या शेंकड्याचे मदेकात ताचो नातू शहाजहानाच्या ताब्यांत हे दोन प्रांत खीणभराखातीर आशिल्ले.
6aacc95c-8bfa-450c-bf74-5fc9cec836c7,सावथ कॉरियेक 31 माळयांपरस ऊंच इमारतीय नाशिल्ल्यो.
69dce757-f3a6-4a42-802c-34b4544f2045,अगाथा क्रिस्टीच्या ह्याच नांवाच्या कादंबरीचेर आदारिल्ल्या ‘डॅथ ऑन द नायल’ ह्या चित्रपटांतय ताका ‘अँड्र्यू कचडौरियान’ हे भुमिकेंत घेतिल्लो .
724cee5c-6885-4189-8b7c-05d32e2c261f,तांचे कातींत विखारी ग्रंथी आसतात आनी त्यो हेर बेब्यांक मारूंक शकतात.
6313306b-8141-40cd-8abb-6c7412dfec40,प्रोग्रामिंग भाशेंतल्या प्रोग्रामिंग टिप्पणींची एक देख हांगा दिल्ली आसा.
f6bf6f3a-f16e-4d42-987e-deb860fc1db9,1935 त ताणें ब्रिटीश बॅण्डलिडर रे नोबलाखातीर अमेरिकन ऑर्केस्ट्रा सुरू केलो.
fca2850a-d2ff-4037-b74c-0165b087ecf9,कोव्हिड-19 म्हामारीवांगडा हो अदमास खरो थारलो.
72e1e389-8e62-4093-bfbc-59b515711da5,उपरांत कोग्गा देवन्ना कामतीन हो उपप्रकार आनीक सुदारलो आनी ताका तुलसी सन्मान आनी संगीत नाटक अकादमी पुरस्कार फावो जाल्यात.
c7b7baba-38c3-4179-bdc0-d1465a9fb0d0,"उपरांत ताणें दुखापत जाल्ल्या जाग्यावयल्या पयसुल्ल्या मज्जातंतूंचें निरिक्षण केलें,  जे मेंदवाच्या खोडांत तांच्या पेशींच्या कुडीपसून वेगळ्यो जाल्ले."
e4908000-b0cc-4c93-8bb9-9e70fe4c8c72,हे पातळ पदार्थ चड करून म्युझली मोव करपाक आनी स्वाद वाडोवपाक घालतात.
7d08d691-89d3-45d4-b9ec-4eebdf587836,चडावत स मेरेन नियंत्रक इण्टॅलिव्हिजन आमिकोक जोडूंक शकतात.
d404bce6-a6b7-458b-988c-cf95598b823f,पूण राश्ट्रीय सरासरीचे तुळेंत छत्तीसगडांत बायल-दादल्याचें सरासरी प्रमाण सदांच चड बरें आशिल्लें हें स्पश्ट जाता.
6ac206aa-5811-4db1-a8d1-7dfe8df6f1dd,बंदी काडल्या तरी सात खेळगड्यांमदले पांच खेळगडे वेंचणुकेची निमाणी तारीख जावन गेल्ल्यान अजूनय वांटो घेवंक शकनात.
6022c996-9968-4e52-8ec2-267b1604c002,52 चौखण किलोमीटर क्षेत्रफळ आशिल्लें टिहरी तळें हें उत्तराखंड राज्यांतलें सगळ्यांत व्हडलें तळें.
d66bf902-7ce4-457d-8759-1cca1f73011c,"2011 वर्साच्या जनगणने प्रमाणें त्रिपुरा हें भारतांतल्या सगळ्यांत साक्षर राज्यां मदलें एक, आनी ताचें साक्षरतेचें प्रमाण आसा 87.75%."
8400e81c-66b8-47aa-b479-2a9d8127980e,"न्हंयच्या उदका लोटाच्या वाठारांत आशिल्ल्या गांवांनी मातयेची धरणां बांदली, जातूंतलें सगळ्यांत व्हडलें धरण 244 मिटर लांब आनी 7 मिटर रूंद आसा."
eb8842a0-04b0-46a6-a091-fa4c12e58285,"फॅक्सॉन, ओक्लहोमा  फॅक्सॉन हें अमेरिकेंतल्या ओक्लहोमाचें एक शार."
2257d207-44dd-4aa4-b91d-f64d474764b5,ह्या उपक्रमाक व्हड फरकान समर्थन मेळटालें अशें मतदानांतल्यान कळ्ळें.
0df58b59-3b10-4703-a374-6a13d6c5aabf,"शिपिंग खर्च बॉक्साच्या आकाराचेर आनी वजनाचेर, नियोजीत देशाचेर आनी डिलिव्हरीचे गतीचेर आदारून आसता."
c0be603c-0f31-41df-8ee0-36cd8002d9dd,"ताचे उपरांत सादरीकरणाचो अभिव्यक्ती भाग आसता, जंय लयबद्ध हातांच्यो हालचाली कथा सांगपाक मदत करतात."
c65e2c30-343a-4f2c-ad2c-7317ddefae52,आपल्याक जाय तशे आपूण दवरूंक शकतां ते वेगवेगळे भाग खेळगडो वापरता.
